RegionID,SizeRank,RegionName,RegionType,StateName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30
102001,0,United States,country,,0.03621910477413985,0.03533370320966006,0.0346956954168129,0.03418358283827747,0.03409378523885974,0.03400467233166512,0.03402276235291054,0.034014590762858746,0.0339668547714059,0.0344082038295666,0.03439900316826199,0.034278423932239344,0.03348229212177675,0.03306256370096225,0.03280886826834276,0.03272316338323058,0.032695733193333985,0.03277658441805995,0.03291360914167707,0.03288664093931492,0.032897094907016,0.03318144730763078,0.03359832897898036,0.034696109370356255,0.03494420113348356,0.03466767092577499,0.03322069064759624,0.032360842308916095,0.03229145200357152,0.03294041777110551,0.033868583064714484,0.03456397069038467,0.0350596876358971,0.03561784039045036,0.03666249586964634,0.037871964093853565,0.039010330053236404,0.040259102648377496,0.04164785711008053,0.042709280631794994,0.04282726283175788,0.04246261709635162,0.04176130574393062,0.041240899186121234,0.04097965522096659,0.04138698255395296,0.04242981650589243,0.044107021902590526,0.04557613612659004,0.04565813617715082,0.0446175940685776,0.042962807650581504,0.04143390903155491,0.039883602922622864,0.038459808224421986,0.03798350645542009,0.03770857980794018,0.03778482409802225,0.037486323208249454,0.037256036505427546,0.0369642517248508,0.03686245880947411,0.036899367145776185,0.03681039972779662,0.03665631380848979,0.03634659122037985,0.03603479776585022,0.035775848021989055,0.03532747461573107,0.035268837113875906,0.0348273455334255,0.03451371978543326,0.03397445110087721,0.033783197304083516,0.03363757122464334,0.03361415512556786
394913,1,"New York, NY",msa,NY,0.04181160715905182,0.04078206415343121,0.04033935307406326,0.03941139931364162,0.03895929239411478,0.03865309062214816,0.03890731056725475,0.039371212171192264,0.03968525404152261,0.04022584940205453,0.040139993186379556,0.03997314140263344,0.03889304674785572,0.03848926674368268,0.03809460458323158,0.03797768681594543,0.03759741872351791,0.037167702159551334,0.03725447493661532,0.03736672283930472,0.037749131175877235,0.03777297739959921,0.037824721805674845,0.03805112918984446,0.03767970940331109,0.03775453415585023,0.037353728167832424,0.03699440389654458,0.03686156943411286,0.037149288755588705,0.038447774053656285,0.039112471098927425,0.03962848014366525,0.03947362943790105,0.039503859429598186,0.03978184288980943,0.040054214896117206,0.04087600926383433,0.04163625344188667,0.042404228944060374,0.042613960173411736,0.04253751119326338,0.04267915106802195,0.04252088360823525,0.04211743924047894,0.04211314044209306,0.04223087985288671,,,,,0.04539565809333453,0.045339655225459484,0.04449298860925444,0.04363854890592312,0.04347742125863544,0.043683052540773,0.043575476713608764,0.04344967942789673,0.04260953966803671,0.042332277375584704,0.04232294281797499,0.043208230960881285,0.04365018393194883,0.04375231056172785,0.04371834605677014,0.04383746718450071,0.044026619188635784,0.04429422640011241,0.04388323441034639,0.043393503468726585,0.04278896948379534,0.043031084728071316,0.04335680768699296,0.0442723884695857,0.04451349958113467
753899,2,"Los Angeles, CA",msa,CA,0.0316703409916064,0.03139715764089299,0.0313247922913056,0.030780383666817315,0.030208894136021278,0.029570031418286475,0.029403448171392,0.029587596436619856,0.030047839135576692,0.030262310568882747,0.030279077915658082,0.02998928376554907,0.029633311899774115,0.02936613601121188,0.02922698569959804,0.02923155124913711,0.029142519706550612,0.029115787589385825,0.02901828236074197,0.02906471575667983,0.029237679260571678,0.02927092929454117,0.029428621754827005,0.030729833402548336,0.03206975739640432,0.03251634565568551,0.03107777567132322,0.030234084573709703,0.030068259449526097,0.03128963649849801,0.03211762046707845,0.032531495558063894,0.032404656772399815,0.032210391598119836,0.03314603811604963,0.034349036151243774,0.03569886987717469,0.03722181111646495,0.03837160039498825,0.039759609483083776,0.03985244147516151,0.03929338300641947,0.038220281619714934,0.037691034111845274,0.03775408040885004,0.03722013496650203,0.03848544203071651,0.040208234389333554,0.042210183193357925,0.04194462698565163,0.04146196542290059,0.04107669690458618,0.0403621903815893,0.03868906026035139,0.037039697580777624,0.036372810704292824,0.03658697321032917,0.036536788966924166,0.0364805313781113,0.03625562795852932,0.03630876458995701,0.03695427873332558,0.037832455723582126,0.03882081613298472,0.03918207386959219,0.03856803493120359,0.03818033052521411,0.03725841360676413,0.03671737159945912,0.03623621688221847,0.03589881083764924,0.03590227747407643,0.03590331866873486,0.03645966659639746,0.036960180097599764,0.03727543558745939
394463,3,"Chicago, IL",msa,IL,0.03046600094204344,0.029942290694374304,0.02958004664613068,0.029356717941471266,0.029295852158833614,0.02913032768260715,0.028967416419604385,0.028866852306482556,0.028965840088865453,0.029413492469681047,0.02978005130807304,0.029887280355868972,0.02949019320772611,0.029134060956526774,0.028955746741772235,0.02900072651169804,0.02898985143765222,0.028899648015690033,0.02896841814382491,0.028937393717401783,0.02901863445197277,0.028825712628806153,0.028954445112738116,0.029485423081941343,0.02980584165505265,0.029718016238081225,0.028861215706994302,0.02827675407290416,0.028303844469546088,0.028745896461531816,0.029344380601538097,0.029542451236271788,0.02964869642854003,0.029801876296258276,0.03013405015690582,0.030878816555200708,0.03166784226772424,0.0326559963303473,0.03359736739781885,,0.034268355517710944,0.03417898856289844,0.03394492439888158,0.03378277307583866,0.03352400576378601,0.033730610247447,0.034091190364849006,0.03479639143773146,0.03590083665760447,0.03716179453250024,0.03790334677130131,0.03750789806092885,0.036592142466866845,0.03544986748913043,0.0350147120678642,0.034869125040377334,0.03467787749930514,0.03441721484338519,0.03437541486907323,0.03458877468034997,0.03445579995619285,0.03478030409813851,0.03531389532220708,0.035921761743644004,0.035610462816831855,0.03536435521564104,0.0349368123191113,0.03434293659809062,0.033387195401856064,0.03264013956291533,0.03240171699542456,0.032472095123941176,0.03301906931560348,0.033754001812640655,0.034186845127353656,0.03421519138742068
394514,4,"Dallas, TX",msa,TX,0.027427662301870454,0.02702483900288712,0.026530082124276374,0.02593403729575876,0.025695289912744668,0.025208214952292363,0.02484082183347379,0.024727987835131193,0.024815367851547917,0.025046610133343177,0.02546473747127931,0.02575327258866539,0.025692450730615074,0.025115933720822423,0.02462582208393092,0.024150703374692124,0.023953127376139225,0.0240181324612576,0.02424776947078913,0.024219613528993027,0.024312755672045102,0.024140114262943446,0.024219810007251836,0.024772502754963798,0.025622061297871788,0.025704304633825215,0.024684341942992395,0.023779538059374664,0.023551244484182565,0.023856962440266232,0.02426689560904335,0.02510389576508601,0.02589018318494636,0.02681894847233167,0.027574159185099274,0.028613950652681897,0.02959985156970099,0.03148770312119165,0.03365254550071783,0.0352993608908396,0.03514952661479695,0.034144526639930915,0.03310457022024684,0.0326232617681173,0.03281588688787251,0.032824929827993586,0.03363863537900771,0.0356958221510926,0.03646434570685889,0.036419544074570896,0.03494336397153255,0.03475649778016682,0.034201841416580336,0.03275396315251042,0.030902832153447152,0.02978694212892057,0.02927012924211257,0.029086210534965795,0.028813350522664687,0.028178689108340708,0.028421349389665996,0.028180277383871688,0.02843491652565468,0.02763706246795319,0.027392905960894776,0.02689758256213838,0.026983964955349438,0.026757089953486992,0.026806286854373012,0.026866921534671826,0.026731419181864294,0.02630914388908437,0.025523919431114598,0.025260453153823595,0.02507281243353672,0.02573957168062287
394692,5,"Houston, TX",msa,TX,0.033786145325998974,0.03275016455551081,0.0319198939884403,0.031186512428021677,0.03071872353092628,0.030631954014055673,0.030976839230300018,0.03140691995900748,0.03184076984357784,0.032215510225619005,0.032697594094405535,0.032246593472651686,0.031536711695629514,0.030256596033095242,0.029692599237968034,0.029039416043262673,0.028663009339926198,0.028468102665369366,0.028560247937356373,0.028528990091250133,0.02874994885530476,0.029075106397010678,0.029476592416935666,0.03030233436680978,0.030865444194532864,0.031412581400399105,0.030485724966036336,0.029442899408524837,0.028499550596511106,0.028282798002171986,0.028324169129651144,0.028679646577994378,0.029181630356643284,0.029882395506411013,0.030797581112261718,0.03166429579490359,0.03273839333717732,0.03341560992033373,0.03444768613333732,0.035152721792605604,0.03544602591147406,0.03545905342799087,0.03492841967814166,0.03484959386086433,0.03452501183739615,0.03431073431446563,0.034704766547631716,0.03556063229029319,0.03638850832828586,0.03693560916616854,0.03713510118752957,0.03720685284319767,0.0361476038376518,0.03469311929381407,0.033041114871179104,0.03255057865497594,0.032834955316019356,0.03403923659034951,0.03433661596066487,0.034357798194727285,0.033820498194281914,0.0337672102186967,0.033628944718404566,0.033311569886197066,0.032805407508533606,0.0321660709232597,0.03192362054553441,0.03185688633618502,0.032099311744212385,0.03260098000742125,0.03256094112406491,0.032186363260225975,0.03145669095679294,0.031341715893688914,0.03091171997850904,0.030675036901284255
395209,6,"Washington, DC",msa,VA,0.02981851299278417,0.028637363100740974,0.027761247428272424,0.02729688346691596,0.02707264013029478,0.02660057737663799,0.026711528936441752,0.027082597425433036,0.028021684494407405,0.029393515591186043,0.030519778616255145,0.030591543559072742,0.029836390179231728,0.028868227641402563,0.028357731934362158,0.027754110580754842,0.02731787052778883,0.02687766626451794,0.026892888086456318,0.027277202860235574,0.02757091517336312,0.02814139681682644,0.02916645870858818,0.03104860338546202,0.03128634632858542,0.030174611065973647,0.02831547537962627,0.027475282130204892,0.02790289215911663,0.0286084344567723,0.02934966403621041,0.02911687215794719,0.0287090442250489,0.029062568040791253,0.030216896069952637,0.03163723164842628,0.032200813938891876,0.033214029052529626,0.03416263019129687,0.03464787258529015,0.0338651665649942,0.03246809210738095,0.0313511833112809,0.03053023261559044,0.030447998840583326,0.030999301588465797,0.032266851976983264,0.0329741813059391,0.03418059018458496,0.03481029382135833,0.03568869045102293,0.03499679662208583,0.033608395841907585,0.03191346184514334,0.030797670951045047,0.030566595711335676,0.03067516492877381,0.03033034676722866,0.030438920670867536,0.031085549714914045,0.03206756355327773,0.03240885378746869,0.032567411390999626,0.03312717022534519,0.03300483627469552,0.03255695353458035,0.03126042275404447,0.030847137574998778,0.03023777592657079,0.031010126385009846,0.031139072529205877,0.03158446280184458,0.03195269316436398,0.03232456609310296,0.03260481298309284,0.031902561109641236
394974,7,"Philadelphia, PA",msa,PA,0.03824819952606024,0.03683344670214846,0.03592407038965648,0.03493163094610105,0.03451059871315703,0.03394347491581744,0.03405443794454313,0.0344005404287683,0.035176734814013906,0.03693820124077384,0.03832035040308995,0.038431961878929825,0.036802740694959944,0.03535396688115883,0.03455068879450407,0.033713078895233096,0.03297522640197045,0.03256857372971561,0.03263184311572304,0.0327695318444646,0.03318601914684333,0.03395673885658365,0.03459382840808214,0.03566327419722421,0.0356420340040658,0.0361354940993455,0.03427274321679663,0.033325149647884016,0.03243138258903256,0.033338307165672106,0.034301764447131476,0.034494922253973444,0.03454881772180987,0.03542835686158643,0.03661160932598985,0.037929342062813454,0.038026995134003996,0.03869572834264982,0.03980644006213599,0.040667304253044496,0.04119325653457618,0.04038097580168767,0.039752547444772024,0.038932948466736866,0.03886424331040129,0.039356966237541514,0.040154409177844075,0.04114077104323491,0.0419301852054845,0.042522662252385386,0.04297209246131972,0.042294833566695285,0.04128938730924012,0.03952515567916732,0.039253029545521685,0.039145144748320655,0.03931806368148719,0.03908110167061585,0.038740767381938025,0.03871516095627928,0.038973880095435044,0.03940040541628206,0.0397356396508849,0.03953166928521961,0.03927388127703992,0.039317055806889566,0.03881150872821402,0.03828268657791072,0.03717741430116652,0.03733683420705423,0.037999898388772345,0.03834522439266489,0.03827112809656503,0.037586683767334365,0.037409247939165814,0.03671576055760926
394856,8,"Miami, FL",msa,FL,0.03694709472924089,0.036185833020887646,0.03546650739822685,0.03434736151965135,0.033642320439522484,0.03283252534225579,0.032542392969956785,0.0326159097837555,0.033156922499941004,0.03418877519462323,0.034629261605900796,0.03498055601044193,0.034726431557729,0.03448528179114748,0.033896253197338785,0.033202560025973216,0.03272210630382196,0.032388279156754365,0.03228885225907487,0.03229879098084467,0.032827125658085064,0.033389197032917046,0.0342148953309021,0.03543523392936725,0.03616682548581447,0.03614323146446117,0.034909337571044856,0.034089003828637755,0.033597173758242296,0.033456467555380266,0.03384289796006602,0.0341317629662829,0.03431232198906837,0.034249861862504956,0.035231957371127214,0.03603513939522828,0.03672102856043976,0.03661731316699426,0.03747963224967397,0.038574268005725276,0.03947579981582599,0.039543701089145844,0.03939660876355919,0.038854631087959834,0.03870780609640067,0.03880785203993133,0.03979598477476042,0.04143816124969688,0.04268100580284471,0.043693514361462356,0.043973616866935294,0.04447232391685694,0.043681435239721574,0.042170002997383,0.040307712542489466,0.0393161999634973,0.038607925492533085,0.03851018763721892,0.03865293073687621,0.039133434015074124,0.038770413009313935,0.038467861533652496,0.03781637216376086,0.037551229142510925,0.037016303773896704,0.03660912332721411,0.035865867681367895,0.03526669414273625,0.03485951286026201,0.03532892818889594,0.03581290441747048,0.03652882459047956,0.03665731389394167,0.03646506544337219,0.03591304069010262,0.03554522195012109
394347,9,"Atlanta, GA",msa,GA,0.03187641200604586,0.030679773635765472,0.029515602419753335,0.028828826608197106,0.028783072624038647,0.028547415990537617,0.02858619844098888,0.02854279821951199,0.028163608112248616,0.027769064118610243,0.027342522154842824,0.02780150414602446,0.027611956900397392,0.026986078814660502,0.02621275073496949,0.026089453576433757,0.026312347454278958,0.02629792558355687,0.025699187839784882,0.025297418380988774,0.024959604774384612,0.025255416001905867,0.025956635147802495,0.027444381499991368,0.028927017368824224,0.029171363269978923,0.02823746848157736,0.027088137652951153,0.0266275306342645,0.02691695845074338,0.027728314161394905,0.028995518209284605,0.03008800427640119,0.030686947688430555,0.03180969018726099,0.032889177297711396,0.0341100201276224,0.03494503545884626,0.035709110573573115,0.03676454684418869,0.037102245576365024,0.03792474654219096,0.03709397026296594,0.03680443381464955,0.03596992316122052,0.035988437981375,0.03590081112977921,0.0368225023738892,0.03838981425967031,0.0391029768645107,0.03897368288302098,0.03775252751077176,0.036165052085033615,0.03433269270532094,0.0327358894516129,0.03235164836384725,0.03187122064727881,0.03225255893590923,0.03201226289453213,0.03224742435384272,0.03201257944006959,0.03220560546849632,0.0322554217979737,0.03252804137594172,0.03241519537706502,0.031947863719593586,0.03089184959308965,0.03051872743341852,0.030350012725720157,0.03123077713253743,0.031012873124871554,0.03046449436955043,0.02949108205735589,0.028875184770298518,0.02870970722662559,0.02874894584165716
